year,month,time,beer,c348,s348,c432,s432
2016,12,360,14.556,-0.187381315,0.9822872507,-0.992114701,-0.125333234
2017,1,361,14.53,-0.693653306,-0.720309025,0.9548645447,-0.297041582
2017,2,362,13.435,0.9886517447,-0.150225589,-0.745941145,0.6660118674
2017,3,363,16.935,-0.448383216,0.8938414242,0.4029064357,-0.915241173
2017,4,364,15.84,-0.470703932,-0.882291226,0.0125660399,0.9999210442
2017,5,365,17.439,0.9921147013,0.1253332336,-0.425779292,-0.904827052
2017,6,366,18.299,-0.675332808,0.7375131174,0.762442511,0.6470559616
2017,7,367,16.143,-0.21200711,-0.977268124,-0.962027672,-0.272951936
2017,8,368,16.416,0.9202318474,0.3913736668,0.9886517447,-0.150225589
2017,9,369,15.628,-0.850994482,0.52517463,-0.83752804,0.5463943467
2017,10,370,14.789,0.0627905195,-0.998026728,0.535826795,-0.844327926
2017,11,371,13.432,0.7784623016,0.6276913613,-0.137790291,0.9904614257
2017,12,372,13.17,-0.962027672,0.2729519355,-0.285019262,-0.958521789
